id,source,target,date,time,amount,currency
59e3aa54-faa9-44c9-978e-11716f59412b,06bda2fe-858f-4054-aea8-8765f6c0a2c0,66135ca4-3071-40d6-896d-0f7346e1c2e3,01/30/2017,05:25:19,1385.57,
bb066b09-041c-4d23-bd54-f8c92996b995,7526ce30-8b9a-464c-9583-17f5b531a3a8,66135ca4-3071-40d6-896d-0f7346e1c2e3,01/30/2017,05:25:19,1385.57,
d4fa5bf9-784c-4e71-a7fc-b9a37ba0cf1e,75a53f4f-bc37-487a-9baf-8fdfe1351beb,b2dadf07-d8bd-4aa6-b315-93f04c343d13,01/30/2017,09:25:04,11072,
c731d184-b26f-4491-9e38-b5fcdd2aac24,b2dadf07-d8bd-4aa6-b315-93f04c343d13,d6c5d04e-7f7f-478b-994b-964196354b38,01/30/2017,13:25:19,1846.32,
1c784ddd-dc16-45b4-9073-1e753fbb3f3f,3d4e8f5d-1f0c-4ee9-adc1-445467f53a63,d6c5d04e-7f7f-478b-994b-964196354b38,01/30/2017,13:25:19,1846.32,
bdc940ef-1cfd-4495-9ab2-14f40d717584,d6c5d04e-7f7f-478b-994b-964196354b38,66135ca4-3071-40d6-896d-0f7346e1c2e3,01/30/2017,13:25:19,1385.57,
e10d7e3a-ffd5-4b6a-96a9-d855f93c9964,b2dadf07-d8bd-4aa6-b315-93f04c343d13,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,01/30/2017,01:25:04,1846.32,
f7428e75-c792-429e-827c-c9430239deff,0e731652-3245-451d-881b-16e4ec9b1f58,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,01/30/2017,01:25:04,1846.32,
1b98c48f-3b43-406f-b315-0a99ef30c344,3d4e8f5d-1f0c-4ee9-adc1-445467f53a63,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,01/30/2017,01:25:04,1846.32,
dea8551f-0c1e-4600-82d2-7caa69dc6406,824078fb-6701-4541-a564-44430ac141ae,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,01/30/2017,01:25:34,1846.32,
b8ea0c8e-cacc-43c8-b50b-251568638913,97ce7411-39fb-4da5-b990-463ea8425077,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,01/30/2017,01:25:34,1846.32,
b7a228fc-218e-4ce0-a6d1-a084e3e8144d,eb88a00a-52e8-417f-8f66-6561d20a97d8,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,01/30/2017,01:25:34,1846.32,
53125a55-33d3-48bd-9763-32580e423458,ecec69a4-6cb1-4f21-9c2e-5de94e9c3fb6,66135ca4-3071-40d6-896d-0f7346e1c2e3,01/30/2017,13:25:19,1385.57,
c1968582-4b02-41dc-8b0b-ad191cc496a5,75a53f4f-bc37-487a-9baf-8fdfe1351beb,0e731652-3245-451d-881b-16e4ec9b1f58,01/30/2017,01:25:34,11072,
efe06300-3c46-4a39-a848-1914ed2d2a23,0e731652-3245-451d-881b-16e4ec9b1f58,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,01/30/2017,17:25:04,1846.32,
d4fa5bf9-784c-4e71-a7fc-b9a37ba0cf1e,75a53f4f-bc37-487a-9baf-8fdfe1351beb,b2dadf07-d8bd-4aa6-b315-93f04c343d13,01/30/2017,09:25:04,11072,
bfc6c1de-7f97-4689-8066-bea79df7e247,b2dadf07-d8bd-4aa6-b315-93f04c343d13,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,01/30/2017,17:25:04,1846.32,
f46d5d2a-7e0a-48a4-8638-caf80f696718,3d4e8f5d-1f0c-4ee9-adc1-445467f53a63,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,01/30/2017,17:25:04,1846.32,
4171ee81-d426-4c38-9837-a5f6defcd032,824078fb-6701-4541-a564-44430ac141ae,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,01/30/2017,17:25:34,1846.32,
aa8db1d9-9ea4-4b60-91f3-29a9d87d088c,75a53f4f-bc37-487a-9baf-8fdfe1351beb,eb88a00a-52e8-417f-8f66-6561d20a97d8,01/30/2017,13:25:49,11072,
f3125a56-9211-489d-b0e5-7e24fd13a088,eb88a00a-52e8-417f-8f66-6561d20a97d8,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,01/30/2017,17:25:34,1846.32,
2706228d-d73d-4424-81b6-e8f8f4c5e892,75a53f4f-bc37-487a-9baf-8fdfe1351beb,97ce7411-39fb-4da5-b990-463ea8425077,01/30/2017,05:25:19,11072,
d0079c50-05f7-435f-8e0f-01915950b5ff,97ce7411-39fb-4da5-b990-463ea8425077,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,01/30/2017,17:25:34,1846.32,
e52c37b4-805e-4500-9e16-f6651ede6a47,eb2f77a2-d0f8-4e74-a1f2-e30384c98f5e,66135ca4-3071-40d6-896d-0f7346e1c2e3,01/30/2017,21:25:19,1385.57,
